date,close,day_of_week,month,year,returns,ma_7,ma_15,ma_30
2015-05-10,31354.89674745083,6,5,2015,0.02008491331387452,31141.85210291553,30792.511730907216,30592.70485728348
2015-05-11,31258.466514012893,0,5,2015,-0.003075444139224559,31274.145772867487,30809.810055560913,30643.752159514916
2015-05-12,30697.217387434113,1,5,2015,-0.017955107501104628,31313.672214747996,30808.090767000213,30645.187657512823
2015-05-13,30387.447816122163,2,5,2015,-0.010091128697507057,31226.944758202997,30836.701493448287,30641.073074817043
2015-05-14,30828.047885273856,3,5,2015,0.014499410145195846,31052.375519890342,30849.999752514716,30642.433717822387
2015-05-15,31543.53305987192,4,5,2015,0.02320890305025891,30972.44934450668,30932.433365727313,30636.186795399837
2015-05-16,30516.846410035327,5,5,2015,-0.0325482452421505,30940.922260028725,30925.796058624514,30640.36590404224
2015-05-17,30857.194897445104,6,5,2015,0.011152806644459057,30869.8219957422,30953.83705776574,30650.03442339758
2015-05-18,31516.686062581142,0,5,2015,0.02137236282584598,30906.71050268052,31039.893650212347,30658.959514938073
2015-05-19,30595.956076255643,1,5,2015,-0.029214048218688005,30892.244601083596,31057.46333367278,30673.507986348657
2015-05-20,31792.702458420063,2,5,2015,0.03911452805010307,31092.995264269008,31148.94134461608,30744.517218428424
2015-05-21,31992.750858299296,3,5,2015,0.006292274151304511,31259.381403272644,31215.488734373554,30816.051152739055
2015-05-22,31079.881907743573,4,5,2015,-0.02853361858750303,31193.14552439717,31150.812024658964,30867.744955408285
2015-05-23,31082.577691186874,5,5,2015,8.673724859398213e-05,31273.964278847387,31082.78278490092,30871.1182400203
2015-05-24,30271.44881842916,6,5,2015,-0.026095933252913706,31190.286267559393,31051.71030603746,30869.933856984488
2015-05-25,30566.550066947635,0,5,2015,0.009748500981519692,31054.55255389746,30999.153860670584,30895.832795788898
2015-05-26,30311.41198091657,1,5,2015,-0.008346970314682345,31013.90339742045,30936.016891797495,30872.913473679208
2015-05-27,31502.24937583107,2,5,2015,0.0392867674941777,30972.410099907742,30989.68569102396,30898.888229012086
2015-05-28,31067.72284716662,3,5,2015,-0.013793507996220256,30840.263241174496,31035.037359760256,30935.86942660427
2015-05-29,30642.165648191178,4,5,2015,-0.013697727415327932,30777.732346952725,31022.645210621413,30936.322481568066
2015-05-30,31252.0462380027,5,5,2015,0.01990331221408037,30801.942139354993,31003.212755830133,30967.823060778723
2015-05-31,32044.90472642682,6,5,2015,0.025369810424125117,31055.292983354655,31105.083310256232,31015.43968444037
2015-06-01,28594.361506826688,0,6,2015,-0.10767837349051423,30773.551760480237,30954.22775088167,30954.032404323705
2015-06-02,28483.55625652261,1,6,2015,-0.00387507342234672,30512.42951413824,30752.019097144435,30895.956373678393
2015-06-03,28666.10895809268,2,6,2015,0.006409055804900143,30107.26659731847,30623.362622600234,30840.412978136508
2015-06-04,29587.071067300727,3,6,2015,0.03212721023820886,29895.744914480485,30476.320529858946,30812.630937237514
2015-06-05,28927.643912137566,4,6,2015,-0.02228767942805776,29650.8132379014,30271.9800667815,30743.734400577527
2015-06-06,29416.715644665153,5,6,2015,0.01690672541507543,29388.623153138888,30161.1023159096,30655.957170284284
2015-06-07,29001.617153488965,6,6,2015,-0.014110973372769009,28953.86778557634,30022.371613396408,30552.577199148665
2015-06-08,28068.058868421816,0,6,2015,-0.03218986996919371,28878.681694375646,29875.47895006259,30463.594628050025
2015-06-09,28377.773390140865,1,6,2015,0.011034411861929438,28863.56985632111,29729.560504942136,30364.35718280636
2015-06-10,28464.524206528276,2,6,2015,0.003056998700875946,28834.772034669055,29606.43465331625,30271.22577255687
2015-06-11,29147.42716202713,3,6,2015,0.023991370821586644,28771.965762487114,29449.44650572932,30219.56609837664
2015-06-12,28974.673154817083,4,6,2015,-0.005926904156916657,28778.684225727044,29309.909859572686,30172.473609666467
2015-06-13,28435.573877038907,5,6,2015,-0.01860587951752446,28638.52111606615,29162.803741495867,30092.724476058636
2015-06-14,27672.78657869415,6,6,2015,-0.026825106524777764,28448.68817680975,28924.186430875292,29963.699593352714
2015-06-15,28787.34031330826,0,6,2015,0.04027616559122493,28551.442668936383,28707.015470000726,29906.049390128475
2015-06-16,28242.491319337598,1,6,2015,-0.01892668749668347,28532.116658821633,28683.557457501454,29818.89260419156
2015-06-17,28194.547564987795,2,6,2015,-0.0016975752531072086,28493.548567172988,28664.29021139913,29708.15465427178
2015-06-18,28467.720807121055,3,6,2015,0.009688867732443818,28396.447659329267,28651.06433466769,29637.213478633963
2015-06-19,29031.549407909773,4,6,2015,0.019805891894502548,28404.572838342505,28614.02955737496,29545.175043616953
2015-06-20,28738.62268411495,5,6,2015,-0.01008994455235701,28447.865525067657,28601.42814217345,29436.704104477478
2015-06-21,27561.09023501021,6,6,2015,-0.040973865102992946,28431.908904541375,28477.71978152979,29319.411048719696
2015-06-22,28518.89349557238,0,6,2015,0.03475200916927057,28393.559359150535,28445.538204335353,29233.95490886588
2015-06-23,28033.573474741217,1,6,2015,-0.01701749126089036,28363.713952779624,28443.239178089974,29159.35906407628
2015-06-24,28757.316392678724,2,6,2015,0.025817005405665228,28444.109499592618,28468.542044925834,29099.051274933983
2015-06-25,28074.06519236822,3,6,2015,-0.02375921282016602,28387.87298319935,28442.51144398183,29024.473048649037
2015-06-26,29302.814490960984,4,6,2015,0.04376812870431013,28426.625137920957,28452.870599244085,28951.158552486704
2015-06-27,28695.59733153325,5,6,2015,-0.020722144612253635,28420.47865898071,28434.2655443585,28872.08770196559
2015-06-28,29482.343005941682,6,6,2015,0.027416947112785417,28694.94334054235,28504.05015295202,28833.426947223943
2015-06-29,28589.63389565251,0,6,2015,-0.03027944929984905,28705.04911198237,28565.17330741591,28744.679869145602
2015-06-30,28729.01761573615,1,6,2015,0.004875323713215973,28804.398274981646,28561.28512757777,28634.150298789245
2015-07-01,28572.38764034431,2,7,2015,-0.005451978117972489,28777.979881791016,28583.27821564488,28633.417836573164
2015-07-02,29895.469060196225,3,7,2015,0.046306295312321666,29038.180434337875,28696.672981992113,28680.48159669562
2015-07-03,29846.31846016686,4,7,2015,-0.0016440819152359065,29115.823858510143,28788.579492195164,28719.821913431424
2015-07-04,28554.09323490946,5,7,2015,-0.04329596720553719,29095.60898756389,28756.749080661808,28685.389319018384
2015-07-05,29616.60417306537,6,7,2015,0.037210459789944084,29114.789154295842,28815.281179925172,28708.354661049314
2015-07-06,30475.71621006704,0,7,2015,0.02900778333604448,29384.22948492649,29009.58957826229,28743.65467989604
2015-07-07,29859.75719914221,1,7,2015,-0.020211469573973795,29545.763711127354,29098.980491833612,28772.259348084484
2015-07-08,29353.162037347218,2,7,2015,-0.016965816514058707,29657.302910699196,29186.953062674016,28815.096120381997
2015-07-09,28920.629436745727,3,7,2015,-0.014735468705250998,29518.040107349127,29197.84059894515,28833.19132193549
2015-07-10,28989.44661895349,4,7,2015,0.0023795188261126476,29395.629844318642,29258.866027384167,28850.688735682998
2015-07-11,29922.742021853643,5,7,2015,0.03219431592357336,29591.151099596384,29300.194529443677,28876.532564343885
2015-07-12,29886.68372555917,6,7,2015,-0.0012050465250857956,29629.73389280978,29379.600289045407,28906.932916701953
2015-07-13,29602.217444435468,0,7,2015,-0.009518161457319096,29504.948354862416,29387.591918278322,28945.821035615172
2015-07-14,29505.61216657127,1,7,2015,-0.0032634473429407063,29454.356207352284,29448.657136339574,29006.915221877738
2015-07-15,29637.956415356486,2,7,2015,0.004485392407318267,29495.041118496465,29509.25305631426,29035.26909194602
2015-07-16,30301.653430318853,3,7,2015,0.022393481036988128,29692.330260435487,29624.53744231257,29103.907828978725
2015-07-17,30258.623315584024,4,7,2015,-0.0014200583091540375,29873.64121709699,29648.747726005087,29172.7103539986
2015-07-18,30286.366932686135,5,7,2015,0.0009168829927508337,29925.587632930197,29678.084290839706,29233.33189151743
2015-07-19,29822.469987738907,6,7,2015,-0.015317021879127202,29916.414241813025,29762.642741028332,29259.695910845072
2015-07-20,29877.91496938945,0,7,2015,0.0018591679922332904,29955.799602520736,29780.063460783273,29297.67232035422
2015-07-21,29320.43543286928,1,7,2015,-0.018658582337198637,29929.34578342045,29703.044742303424,29356.31716028286
2015-07-22,29456.94651967475,2,7,2015,0.004655834225860023,29903.487226894486,29676.19069700559,29387.585594419605
2015-07-23,30304.36306370389,3,7,2015,0.02876796966933215,29903.874317378064,29739.604098762702,29463.278580718357
2015-07-24,29738.748011601285,4,7,2015,-0.018664475835166283,29829.606416809103,29794.145337086407,29495.992968015777
2015-07-25,29360.803343888623,5,7,2015,-0.012708829153306067,29697.38304698088,29818.902452082082,29538.884239733125
2015-07-26,29218.590599651863,6,7,2015,-0.004843625788133021,29611.11456296845,29771.9590239353,29536.076776689486
2015-07-27,30289.402998949132,0,7,2015,0.03664832482748248,29669.89856719126,29798.806975494626,29589.20363227002
2015-07-28,29251.82330272963,1,7,2015,-0.0342555347246527,29660.09683431417,29775.447366047574,29581.519642162948
2015-07-29,29252.54696448605,2,7,2015,2.4739030758169633e-05,29630.896897858638,29758.576352575223,29603.6167444574
2015-07-30,29372.192053911273,3,7,2015,0.004090074261584142,29497.72961074541,29740.858728478877,29625.05589239657
2015-07-31,29734.15748774511,4,7,2015,0.012323405524840236,29497.073821623093,29703.025665640624,29663.781553976598
2015-08-01,31745.063450801634,5,8,2015,0.0676294919028837,29837.68240832496,29802.121674655133,29725.43470033011
2015-08-02,31671.60227622591,6,8,2015,-0.002314097582119312,30188.112647835536,29894.470697557786,29786.277494198745
2015-08-03,32004.96582171228,0,8,2015,0.010525629318621776,30433.19305108741,30039.97041982268,29901.306580425506
2015-08-04,31963.952569355926,1,8,2015,-0.0012814652758832423,30820.640089176883,30179.039593153775,29979.551526968524
2015-08-05,31995.184207805225,2,8,2015,0.0009770893753371368,31212.445409651053,30357.35617814951,30030.20046022646
2015-08-06,32559.63841209759,3,8,2015,0.01764184886782627,31667.794889391953,30564.20230431103,30120.19650065831
2015-08-07,32079.840145900722,4,8,2015,-0.014735982633596989,32002.892411985613,30682.56744312415,30211.085770943428
2015-08-08,32421.171523368885,5,8,2015,0.010640058551282472,32099.47927949522,30861.395677241988,30327.770507164198
2015-08-09,32214.37164199915,6,8,2015,-0.00637854437865315,32177.017760319966,31051.633563782692,30435.268007932387
2015-08-10,32279.860943832115,0,8,2015,0.0020329219070529536,32216.28849205137,31255.71825339471,30513.838638665
2015-08-11,31136.540138380547,1,8,2015,-0.035419012722544774,32098.086716197748,31312.194062690134,30555.50051909238
2015-08-12,31964.86740847312,2,8,2015,0.02660306079003094,32093.75574486459,31493.063669739702,30634.255517893638
2015-08-13,31793.248513039493,3,8,2015,-0.005368985056016129,31984.271473570578,31662.443772976596,30710.51006277591
2015-08-14,31826.635163153504,4,8,2015,0.0010501176090993436,31948.099333178114,31826.073313592748,30783.466021035812
2015-08-15,32720.69600295316,5,8,2015,0.028091591687792627,31990.888544547295,32025.175881273284,30864.100773456958
2015-08-16,31502.655009766266,6,8,2015,-0.037225399883821564,31889.214739942603,32009.015318537593,30905.568496596363
2015-08-17,32311.216846598913,0,8,2015,0.02566646641630621,31893.694154623572,32051.65628989579,30973.06349372679
2015-08-18,31999.902750957262,1,8,2015,-0.009634861389456462,32017.03167070596,32051.318751845458,31045.644585834067
2015-08-19,31833.188433223248,2,8,2015,-0.005209838262056232,31998.220388527407,32042.60114276995,31110.820367961856
2015-08-20,31763.52605630807,3,8,2015,-0.0021883568798428676,31993.97432328006,32027.15726600347,31192.256722076487
2015-08-21,32197.43923146305,4,8,2015,0.013660736984482336,32046.946333038566,32003.010653961166,31283.6064791361
2015-08-22,31782.264987355982,5,8,2015,-0.012894635536771615,31912.88475938183,31983.172310058188,31332.869876591165
2015-08-23,31049.94370840239,6,8,2015,-0.02304182157077017,31848.211716329846,31891.757122393752,31376.576399817874
2015-08-24,31859.622322336283,0,8,2015,0.026076653199045507,31783.698212863757,31868.107167749557,31459.870365766124
2015-08-25,31311.809958098205,1,8,2015,-0.017194565544300766,31685.399242455318,31803.5704353673,31529.644344381006
2015-08-26,30924.42616344159,2,8,2015,-0.012371810993200838,31555.57606105794,31789.429503704705,31550.811783197416
2015-08-27,31918.65336269565,3,8,2015,0.032150223063133865,31577.737104827593,31786.348567319543,31639.70611852962
2015-08-28,31347.96130740391,4,8,2015,-0.017879578088927928,31456.38311567629,31756.6627536105,31709.553263293546
2015-08-29,32111.721852441064,5,8,2015,0.02436396222221826,31503.44838211701,31775.668532896336,31800.870923244544
2015-08-30,31902.88391852556,6,8,2015,-0.006503479784582988,31625.296983563177,31721.147727267828,31873.161804270556
2015-08-31,31246.59152297576,0,8,2015,-0.020571569555462688,31537.721155083105,31704.07682814846,31856.54607334303
2015-09-01,31113.901705780805,1,9,2015,-0.004246537325435562,31509.44854760919,31624.25581876059,31837.95605432819
2015-09-02,30786.000852169782,2,9,2015,-0.010538724995396542,31489.673503141792,31543.329025508086,31797.323888676776
2015-09-03,32611.257732869668,3,9,2015,0.059288534729292186,31588.61698459522,31595.200312151184,31818.900727460565
2015-09-04,31527.80477296135,4,9,2015,-0.03322328040161049,31614.308908246283,31579.485559928067,31803.32141296577
2015-09-05,32454.109540987192,5,9,2015,0.02938056660450572,31663.221435181447,31596.596913896345,31799.803783928757
2015-09-06,32592.913715198556,6,9,2015,0.004276936763156769,31761.797120420444,31650.640162419182,31816.906236238683
2015-09-07,32297.556732260047,0,9,2015,-0.009061999964758538,31911.935007461056,31733.814364009693,31812.785743201723
